"title"||"url"||"description"||"lng"||"lat"||"city"||"street"||"zip"||"date_start"||"date_end"||"time_start"||"time_end"||"price"||"organizer"
"Bergwandern für Männer"||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/bergwandern-fuer-maenner/4238edb0-dcec-4fef-9d1b-dcf3e708af3d?mode=detail"||"  So der Text eines Liedes. Und wer es schon erlebt hat dort unterwegs zu sein, kennt diese Erfahrung. An diesem Wochenende bietet sich die Gelegenheit in den Bayerischen Alpen mit Männern unterwegs zu sein und die eigenen Kräfte mit denen der Natur zu messen. Der Heilbronner Höhenweg ist einer der beliebtesten alpinen Felsenwege der Allgäuer Alpen. Ausgangspunkt wird bei Oberstdorf sein. Übernachtungsstätten sind Berghütten mit zünftiger Unterkunft im Matratzenlager. Der Höhenweg geht entlang des zentralen Hauptkamms der Allgäuer Alpen. Zwei zentrale Gipfel, das Hohe Licht (2651 m) und die Mädelegabel (2644 m) liegen unmittelbar am Weg.  Die Anfahrt wird Freitag vormittag und der Aufstieg zur ersten Hütte am Nachmittag sein. Die Rückfahrt erfolgt am Sonntag nachmittag mit Rückkehr am Abend. Für die Tour sind Trittsicherheit und Schwindelfreiheit erforderlich. Ein Vortreffen der Wandergruppe findet in der Kolping-Akademie zeitnah statt und ist Voraussetzung für die Teilnahme.   "||NA||NA||NA||NA||NA||2018-07-20||2018-07-22||NA||NA||NA||"Kolping Akademie W?rzburg"
"Fahrradfreizeit Kocher-Jagst"||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/fahrradfreizeit-kocher-jagst/11f2c4b1-1148-4281-aa3f-191d7eb0e01d?mode=detail"||"    vergrößern                      Weite Flusstäler wechseln mit tief eingeschnittenen, engen Schluchten, schroffe Steilhänge im Muschelkalk der Schwäbischen Alb bilden bizarre Formen. Zudem haben die kleinen Städtchen und Dörfer einiges zu bieten: Ritterburgen, barocke Schlösser und Fachwerkbauten des ausgehenden Mittelalters. Kocher und Jagst schlängeln sich nahezu parallel von der Schwäbischen Alb dem Neckar entgegen. Von Aalen aus entlang des Kochers sind zunächst einige Steigungen zu überwinden, bevor der Radweg weitgehend dem Verlauf des Tales folgt. Bei Hohenlohe beeindruckt der Kocher mit seinem 200m tiefen Einschnitt in die Ebene. Üppige Weinhänge und gemütliche Winzerorte laden die Radler auf ihrem Weg Richtung Neckar ein. Von Bad Wimpfen aus entlang der Jagst geht es leicht bergan, den Spuren des Götz von Berlichingen nach. Der Weg führt überwiegend auf ausgewiesenen, asphaltierten Radwegen und verkehrsarmen Straßen, z.T. auch auf Waldwegen durch die engen Flusstäler von Jagst und Kocher. Einige wenige geringe bis mittlere Steigungen sind immer dann zu erwarten, wenn die engen Täler verlassen werden müssen. Es ist nur ein stärkerer Anstieg bei der Querung der Fränkischen Alb zu überwinden. Leistungen: An- und Abreise im komfortablen Reisebus mit Fahrradanhänger ab Würzburg und Miltenberg 5 Übernachtungen mit Frühstück in Gasthöfen entlang der Strecke Reiseleitung Im Vorfeld der Reise findet ein gemeinsames Treffen statt. Anmeldeschluss: 06.07.2018    "||NA||NA||NA||NA||NA||2018-08-27||2018-09-01||NA||NA||NA||"Kolping Akademie W?rzburg"
"Geprüfte/r Fachwirt/in im Gesundheits- und Sozialwesen (IHK) - Bachelor Professional (CCI) of Social and Health Services"||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/gepruefter-fachwirtin-im-gesundheits--und-sozialwesen-(ihk)---bachelor-professional-(cci)-of-social-and-health-services/cfa01109-26fa-493e-ae39-a5d107b5acf0?mode=detail"||"  In den Einrichtungen des Gesundheits- und Sozialwesens gewinnen Themen wie Kostenrechnung, Controlling, Marketing und Organisation immer mehr Bedeutung, um die Zukunftssicherung zu gewährleisten. Dies erfordert von Mitarbeiter/innen in Leitungsfunktionen oder solchen, die eine leitende Funktion anstreben, ein fundiertes ökonomisches Fachwissen. In unserer Weiterbildung lernen Sie, eigenständig komplexe, fachliche und verantwortliche Aufgaben der Planung, Führung, Organisation und Kontrolle in einem gesundheitlichen bzw. sozial ausgerichteten Unternehmen auszuüben. Dabei eignen Sie sich betriebs- und personalwirtschaftliche Steuerungsinstrumente an. Die erworbenen praxisbezogenen Fähigkeiten qualifizieren Sie für Führungsaufgaben und verantwortungsvolle Verwaltungsaufgaben in Krankenhäusern und Kliniken, Gesundheitszentren, Ärztehäusern, Reha- und Kureinrichtungen, Wohn- und Pflegeheimen, Trägerorganisationen, ambulante Pflegedienste, Transport- und Rettungsdiensten, in der Beratung und Koordinierung sowie in einschlägigen Verbänden, Krankenkassen, Versicherungen, Kinderbetreuungseinrichtungen, etc. Prüfungen bei der IHK: Die schriftliche Prüfung erfolgt an zwei Tagen. Sie besteht aus einer betrieblichen Situationsbeschreibung mit zwei aufeinander abgestimmten, gleichwertigen Aufgabenstellungen mit einer Bearbeitungszeit von jeweils 300 – 315 Minuten (ca. 5 Stunden) mit Fragestellungen aus den sechs Handlungsbereichen. Die mündliche Prüfung besteht aus einer ca. 10-minütigen Präsentation mit einem anschließenden ca. 20-minütigem Fachgespräch. Zulassungsvoraussetzungen: Eine mit Erfolg abgeschlossene Berufsausbildung in einem anerkannten, nach dem Berufsbildungsgesetz oder der Handwerksordnung geregelten kaufmännischen, verwaltenden, medizinischen oder handwerklichen Ausbildungsberuf des Gesundheits- und Sozialwesens und danach eine einjährige Berufspraxis. Anmeldeunterlagen: - Unterschriebene Anmeldung - Tabellarischer Lebenslauf - Nachweis über die abgeschlossene Berufsausbildung Inhalte: - Betriebliches Prozessmanagement - Qualitätsmanagement - Schnittstellen- und Projektmanagement - Betriebswirtschaftliche Prozesse und Ressourcen - Personalführung und -entwicklung - Marketing - Vorbereitung auf das Fachgespräch Ziele: - Übernahme von Führungs- und Leitungsaufgaben - Erfolgreicher Fachwirt-Abschluss - Sie erhalten den allgemeinen Hochschulzugang - Mit dem erfolgreichen Abschluss erfüllen Sie die Voraussetzung zur Weiterbildung „Betriebswirt/in im Gesundheits- und Sozialwesen\" (IHK) - Auf Wunsch erhalten Sie bei der IHK eine englische Übersetzung des Abschlusses „Bachelor Professional (CCI) of Social and Health Services\" Dauer: Ca. 12 Monate, berufsbegleitend  Unterrichtszeiten: 2x wöchentlich Mo.+Mi. von 18:15 - 21:30 Uhr Zzgl. 1 Samstagstermin pro Monat Ort: Würzburg, Kolping-Akademie Kosten: Lehrgangskosten: 2.980,- €  Anmeldegebühr 25,- €  zzgl. IHK-Prüfungsgebühr  Zahlung in 12 Monatsraten möglich Fördermöglichkeiten: AFBG-Förderung, 40% der Lehrgangsgebühren Meister-Bonus (1.000€) Entspricht nach Abzug beider Förderungen einer Lehrgangsgebühr i.H.v.803 € Zudem können Sie alle Anschaffungen und Anfahrtswege steuerlich geltend machen. Ansprechpartnerin: Anna Blaschke: 0931 41999-121 eval(\"(function(){wcmsUtils.uncloakEmail([\\"%3Ciaa%20mh%22r%3Def\\",\\"latlob%3A.aann\\",\\"sncihpkleo%40k\\",\\"ge-kmnaairnf\\",\\"n%20.ndaep%22s%3E%3C\\",\\"srtoylloec%3D%22\\",\\"%3A%3E%20%22%23%3B0e1737\\",\\"aknhncas.abl\\",\\"ea%40mk-oglnpi\\",\\"iendf.rnaenk\\",\\"%3C%2B%2F%3Esap%2Fa%3Cn%3E\\"],1);})();\");  "||"9.9533548"||"49.7913044"||"Würzburg"||"Rottendorfer Str. 28"||"97074"||2018-09-10||2019-10-31||NA||NA||NA||"Kolping Akademie W?rzburg"
"Studienreise Coventry"||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/studienreise-coventry/4020c03b-d72a-4045-892b-edd052014a6b?mode=detail"||"    vergrößern         Kolping Akademie      Programm: Montag, 24.09.2018 Anreise mit dem Bus ab Schweinfurt - Würzburg - Aschaffenburg nach Hoek van Holland/Niederlande Nacht-Überfahrt mit der Fähre Dienstag, 25.09.2018 Ankunft im Hafen Harwich, Frühstück an Bord, Weiterfahrt mit dem Bus Besichtigung der Kathedrale von Ely, Weiterfahrt nach Cambridge mit Stadtrundgang, Kings College und Chapel, Teatime in einem Tearoom oder punten auf dem River Cam, Weiterfahrt nach Coventry Ankunft und Abendessen im Hotel Mittwoch, 26.09.2018 Besuch des Nagelkreuzzentrums und der Kathedrale von Coventry Mittagessen, anschl. Stadtführung oder Besichtigung Warwick Castle Abendessen im Hotel Donnerstag, 27.09.2018 Tagesfahrt \"Cotswolds\" Abendessen im Hotel Freitag, 28.09.2018 Tagesfahrt \"Ironbridge Gorge\" Abendessen im Hotel Samstag, 29.09.2018 Check Out IBIS Hotel Teilnahme an den Feiern im Nagelkreuzzentrum oder Stadtführung Coventry (geplant) Fahrt mit dem Bus zum Fährhafen nach Harwich, Nacht-Überfahrt nach Hoek van Holland Sonntag, 30.09.2018 Frühstück an Bord der Fähre Rückreise mit dem Bus zurück nach Unterfranken Programmänderungen vorbehalten Reisepreis: pro Person im Doppelzimmer: 1.090,00 Euro Zuschlag EZ/Hotel:                     212,00 Euro Zuschlag EZ/Fähre:                     80,00 Euro Im Reisepreis sind enthalten: Fahrt im modernen Reisebus Überfahrt mit der Fähre Stena Line Scandinavia AB 2x Übernachtung/Frühstück an Bord der Fähre 4x Übernachtung/Frühstück im Hotel IBIS Hotel Coventry City Centre 4x Abendessen im Hotel Eintrittsgelder für die geplanten Führungen und Besichtigungen Führungen soweit möglich in deutscher Sprache Kolping-Reiseleitung: Peter Langer und Manfred Eck Wir empfehlen den Abschluss einer Reiserücktrittskostenversicherung.  "||NA||NA||NA||NA||NA||2018-09-24||2018-09-30||NA||NA||NA||"Kolping Akademie W?rzburg"
"Pädagogische Fachkraft in Kindertageseinrichtungen"||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/paedagogische-fachkraft-in-kindertageseinrichtungen/2e9e7b9d-987c-43cc-ab98-2ae58c6b6163?mode=detail"||"   Ziele: Ziel dieser Weiterbildung ist es, bisherige \"Ergänzungskräfte\" zu Fachkräften zu qualifizieren, die in Kindertagesstätten pädagogisch kompetent auf dem Niveau von Erzieher/innen agieren können. Die Qualifizierung \"Pädagogische Fachkraft in Kindertagesstätten\" vermittelt die dazu notwendigen Kenntnisse bzw. Fertigkeiten und bereitet auf die Abschlussprüfung vor. Ihnen wird der Einsatz als Gruppenleitung oder auch Einrichtungsleitung ermöglicht Voraussetzungen: Berufsabschluss Kinderpfleger/in (mit oder ohne Mittlere Reife) Mindestalter 25 Jahre und 3 Jahre Berufserfahrung Mindestens Teilzeit-Beschäftigung im Erziehungswesen Inhalte: Die Weiterbildung setzt sich aus Präsenzunterricht, einer anschließenden Praxisphase sowie begleitenden Workshops zusammen und dauert 15 Monate (9 Monate Theorie, 6 Monate Praxis). Sie wird unter Leitung des Prüfungsausschusses von Prof. Dr. phil. Frithjof Grell (Lehrstuhl für Elementar- und Familienpädagogik der Universität Bamberg) durchgeführt. In den ersten neun Monaten findet der Unterricht alle 14 Tage freitags und samstags statt. In der Praxisphase werden zwei Hospitationen vorgenommen und vier Praxisworkshops zum Erfahrungsaustausch und individueller Vertiefung angeboten. Modul 1: Werte und Werthaltungen Modul 2: Bildung und Bildungsprozesse Modul 3: Methodisches Handeln Modul 4: Wahrnehmen, Beobachten, Dokumentieren Modul 5: Kommunikation und Interaktion Modul 6: Recht und Organisation  312 Unterrichtseinheiten Theorie, 40 Unterrichtseinheiten Praxisworkshops   Freitags: 8-9 UE ab 14:30 Uhr Samstags: 8-9 UE ab 08:30 Uhr    Kosten:  2.250 € inkl. aller Materialien, zzgl. 25 € Anmeldegebühr Beratung und Anmeldung: Anna Blaschke, 0931 41999-121,  eval(\"(function(){wcmsUtils.uncloakEmail([\\"%3Ciaa%20mh%22r%3Def\\",\\"latlob%3A.aann\\",\\"sncihpkleo%40k\\",\\"ge-kmnaairnf\\",\\"nb..daen%22n%3Ea\\",\\"lpalsockh%40ke\\",\\"innagr-fmnai\\",\\"k%2Be%2Bn%3E.ad%2Fe%3C\\"],2);})();\");      "||"9.9328"||"49.7966692"||"Würzburg"||"Kolpingstraße 2"||"97070"||2018-10-05||2020-01-31||NA||NA||NA||"Kolping Akademie W?rzburg"
"Erlebnispädagogisches Wochenende \"We are Family\""||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/erlebnispaedagogisches-wochenende-we-are-family/39d9d4f6-d9cf-4cb4-8db8-e8ea21ca56a8?mode=detail"||"  Der familiäre Alltag erfordert oft viel von allen Beteiligten. Termine, Wünsche und Bedürfnisse wollen unter einen Hut gebracht werden. Da ist es nicht verwunderlich, dass Zeiten für den nötigen und wichtigen Austausch und gemeinsame Erlebnisse zu kurz kommen. An diesem Wochenende soll genau das für die ganze Familie möglich werden. In naturnaher Umgebung der Rhön wird das Referententeam für jeden etwas bereit haben, um miteinander viel Spaß und Freude zu erleben, Erfahrungen zu machen und voneinander zu lernen, z.B. beim gemeinsamen Gang in den Hochseilgarten. Mit neuen Erlebnissen und vielleicht der einen oder anderen Erkenntnis für das persönliche „System Familie“ kehren wir gestärkt in den Alltag zurück. -&gt; Für die Exkursion in den Hochseilgarten müssen Kinder ein entsprechendes Alter (9 Jahre) und eine Mindestgröße (1,40m) haben. -&gt; die Kosten für den Hochseilgarten sind nicht im Preis enthalten  "||"9.8110765"||"50.3210655"||"Bad"||"Volkersberger Weg"||"97769"||2018-10-05||2018-10-07||0.75||0.541666666666667||NA||"Kolping Akademie W?rzburg"
"Fachwirt/in Erziehungswesen (KA)"||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/fachwirtin-erziehungswesen-(ka)/5dbc24d5-aced-4e50-82a3-751fbade642e?mode=detail"||"  Der berufsbegleitende Studiengang zum/zur Fachwirt/in Erziehungswesen (KA) der Kolping-Akademie wurde speziell für ausgebildete Erzieher/innen und Heilerziehungspfleger/innen konzipiert. Im Vordergrund steht die Vermittlung von Führungswissen und ergänzt wird dieses durch praktische Übungsteile und einen teilnehmerbezogenen Aufbau. Aufgrund von Vorgaben und wirtschaftlichen Fragestellungen müssen Mitarbeiter des Erziehungswesens zunehmend über Wissen im Bereich Betriebswirtschaft und Management verfügen. Ziel der Weiterbildung ist es, betriebswirtschaftliche Grundlagen zu vermitteln sowie auf die Übernahme von Management und Leitungsfunktionen vorzubereiten. Ebenfalls erlernen Sie das erfolgreiche Führen von Mitarbeitern. Der Studiengang wird bundesweit einheitlich durchgeführt und schließt mit einer anerkannten Gesamtprüfung ab. Es handelt sich somit um eine eigenständige, praxisorientierte Zusatzqualifikation, die besonders durch die enge Verknüpfung von Theorie und Praxis zielorientiert auf die Übernahme oder Durchführung von Führungs- und Leitungsaufgaben in Kindertagesstätten vorbereitet. Prüfungen: eine Klausur in : Betriebswirtschaftliches Management (90 Minuten) zwei Fach- bzw. Konzeptarbeiten in: Führen und Leiten (8-12 Seiten Text) Projekte und Prozesse (8-12 Seiten Text) eine Präsentation mit Fachgespräch in Kommunikation und Persönlichkeit (25 Minuten)   Zulassungsvoraussetzung: Abgeschlossene Ausbildung als - staatlich anerkannte/r Erzieher/in oder - Heilerziehungspfleger/in und mindestens zwei Jahre Berufspraxis (zum Zeitpunkt der Abschlussprüfung) Anmeldeunterlagen: - Unterschriebene Anmeldung - Tabellarischer Lebenslauf - Nachweis über die abgeschlossene Berufsausbildung Inhalte: - Personalwesen, Leadership - Praktische Betriebswirtschaft und Sozialmarketing  - Rechnungswesen - Qualitäts- und Projektmanagement - Gesprächsführung, Konfliktmanagement, Moderations- und Präsentationstechniken - und vieles mehr ... Ziele: Ziel des Lehrgangs ist die Übernahme von Management- und Leitungsaufgaben sowie das Führen von Mitarbeiterinnen und Mitarbeitern. Die Anforderungen nach § 16, Abs. 3 - BayKiBiG werden erfüllt. Dauer: ca. 12 Monate mit ca. 260 Unterrichtseinheiten, berufsbegleitend  Unterrichtszeiten: Freitags, 16:00 Uhr bis 21:00 Uhr, Samstags 09:00 Uhr bis 16:00 Uhr, im 14-tägigen Rhythmus, kein Unterricht in den bayerischen Schulferien Ort: Würzburg, Kolping-Akademie Kosten: Lehrgangskosten: 2.376,- €  inkl. Lernmaterial Anmeldegebühr 25,- €  zzgl. Prüfungsgebühr 160,-€ Zahlung in 12 Monatsraten Ansprechpartner: Anna Blaschke, Verena Dazian  "||"9.9328"||"49.7966692"||"Würzburg"||"Kolpingstraße 2"||"97070"||2018-10-12||2019-11-09||NA||NA||NA||"Kolping Akademie W?rzburg"
"Kochkurs für Männer"||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/kochkurs-fuer-maenner/34ec2a46-ff78-4e07-ba5a-8d7cf7427a3b?mode=detail"||"  Männer entdecken das Kochen oder stehen plötzlich vor der Situation, für sich selbst sorgen zu müssen. Kochen liegt im Trend: Im Fernsehen gibt es eine Fülle von Sendungen mit Starköchen, das Interesse an unterschiedlichen Ernährungsformen ist hoch. Kochen heißt, seine Kreativität entfalten und sich vielseitige Kenntnisse aneignen über den Einsatz von Gewürzen, die Vorbereitung der Zutaten oder die Beschaffenheit von Lebensmitteln. In Gesellschaft zu kochen ist zudem sehr reizvoll und der Spaß kommt dabei auch nicht zu kurz. Der Kochkurs findet unter fachlicher Anleitung mit Vorträgen zu ausgewählten Themen statt. Inhalte: - Kochkurse zu drei verschiedenen Themen - Vorträge und Informationen - Übernachtung, Verpflegung, Lebensmittel  "||"10.4378208"||"49.9005591"||"Michelau"||"Kolpingshöhe 1"||"97513"||2018-10-23||2018-10-26||NA||NA||NA||"Kolping Akademie W?rzburg"
"\"Rhythmisch, bewegt, kreativ\""||"http://www.kolping-akademie-wuerzburg.de/alle-veranstaltungen/rhythmisch-bewegt-kreativ/ac07d929-77c7-4872-8952-b4edd540d674?mode=detail"||"  Ein rythmisches Erlebnis für die ganze Familie:  Sich ein Wochenende lang ausprobieren mit verschiedenen Percussions - Body Percussion mit Tanzen, Klatschen, Sprechen aber auch mit Instrumenten wie Djembe, Cajon, Bongos, Shaker, Glocke, Agogo, Cabassa u. a. Wir werden rythmische Figuren auf den Instrumenten spielen, verschiedene Percussion-Arrangements/Lieder auch mit Melodie-Instrumenten wie Boomwhackers, Kalimba, Aquadrum oder Handpan einüben. Wer mag kann sein eigenes Instrument mitbringen und wir werden schauen was alles möglich ist.  Chiko U ist ein weithin bekannter Percussionist und Drummer dessen ganze Kompetenz ein Wochenende zur Verfügung steht. www.chiko-u.com  "||"9.8110765"||"50.3210655"||"Bad"||"Volkersberger Weg"||"97769"||2018-11-16||2018-11-18||0.75||0.541666666666667||NA||"Kolping Akademie W?rzburg"
"Segensfeier für Frauen und Paare, die ein Kind erwarten"||"http://www.kaeppele-wuerzburg.de/veranstaltungen/segensfeier-fuer-frauen-und-paare-die-ein-kind-erwarten/470c189d-dc90-4d89-b962-a12ad200883f?mode=detail"||"Leben braucht Segen. Wenn Sie gerade schwanger sind und dieses Kind mit allem, was sich an Freude und Sorge damit verbindet, vor den Gott des Lebens tragen wollen, sind Sie herzlich zu dieser Segensfeier eingeladen. Im Anschluss an die kleine Feier sind Sie zur Begegnung ins Wallfahrtshaus eingeladen."||"9.9219197"||"49.7843276"||"Würzburg"||"Johannisweg"||"97082"||2018-07-02||NA||0.770833333333333||NA||NA||"K?ppele W?rzburg"
"Großeltern-Enkel-Wallfahrt"||"http://www.kaeppele-wuerzburg.de/veranstaltungen/grosseltern-enkel-wallfahrt/f7e798bc-7a85-4df6-8611-ca51ad77d4f3?mode=detail"||". Am Hochaltar im Würzburger Käppele stehen sie ganz groß: Mutter Anna und Vater Joachim, die Großeltern Jesu. An ihrem Festtag sind alle Großeltern eingeladen, mit ihren Enkelkindern \"nach alter Väter Sitte\" zum Käppele hinauf zu pilgern. Keine Angst: Wir beten nicht auf jeder Stufe! aber wir tragen die Sorgen von Jung und Alt ganz besinnlich zu diesem heiligen Ort. Bei schönem Wetter lassen wir den Sommerabend im ehemaligen Klostergarten ausklingen. Für Speisen und Getränke ist gesorgt."||"9.9219197"||"49.7843276"||"Würzburg"||"Johannisweg"||"97082"||2018-07-26||NA||0.708333333333333||NA||NA||"K?ppele W?rzburg"
"Segensfeier für Frauen und Paare, die ein Kind erwarten"||"http://www.kaeppele-wuerzburg.de/veranstaltungen/segensfeier-fuer-frauen-und-paare-die-ein-kind-erwarten/70c3fd60-9d46-445c-b176-62d38c3c2900?mode=detail"||"Leben braucht Segen. Wenn Sie gerade schwanger sind und dieses Kind mit allem, was sich an Freude und Sorge damit verbindet, vor den Gott des Lebens tragen wollen, sind Sie herzlich zu dieser Segensfeier eingeladen. Herzliche Einladung zur Begegnung im Anschluss an die kleine Feier!"||"9.9219197"||"49.7843276"||"Würzburg"||"Johannisweg"||"97082"||2018-09-08||NA||0.770833333333333||NA||NA||"K?ppele W?rzburg"
"Käppeles-Fest"||"http://www.kaeppele-wuerzburg.de/veranstaltungen/kaeppeles-fest/565741ca-6d9a-435d-8d11-88c774da43a5?mode=detail"||". Vom ehemaligen Klostergarten den Blick auf Würzburg genießen, sich ein kühles Bier oder einen guten Schoppen schmecken lassen, das Mittagessen in froher Gemeinschaft einnehmen, leckere Kuchen probieren  .... das alles können Sie, wenn Sie am 9. September zum Käppeles-Fest kommen. Um 14 Uhr und 15 Uhr lädt Pfarrer Treutlein jeweils zu einer Kirchenführung im Käppele ein. Wir freuen uns auf Sie! Über Kuchenspenden freuen wir uns ebenfalls. Sie können den Kuchen jeweils vor  und nach dem 9.30 Uhr- und 11.00 Uhr Gottesdienst an der Pforte abgeben oder einfach in den Garten mitbringen.. Vielen Dank für Ihre Unterstützung!"||NA||NA||NA||NA||NA||2018-09-09||2018-09-09||0.5||0.708333333333333||NA||"K?ppele W?rzburg"
"Teamer*innenausbildungsseminar Frankenwarte"||"https://www.awo-jw.de/"||NA||"9.94391"||"49.77505"||"Würzburg"||"97074"||"97074"||2018-06-08||2018-06-10||NA||NA||NA||"Jugendwerk der Arbeiterwohlfahrt Unterfranken e.V."
"Erste-Hilfe-Kurs (Teamer*innen)"||"https://www.awo-jw.de/"||NA||"9.94391"||"49.77505"||"Würzburg"||"97074"||"97074"||2018-06-30||NA||NA||NA||NA||"Jugendwerk der Arbeiterwohlfahrt Unterfranken e.V."
"Kochcoaching-Teil II Praxis (Teamer*innen)"||"https://www.awo-jw.de/"||NA||"9.94391"||"49.77505"||"Würzburg"||"97074"||"97074"||2018-07-02||NA||NA||NA||NA||"Jugendwerk der Arbeiterwohlfahrt Unterfranken e.V."
"Seminartag Frankenwarte (Teamer*innen)"||"https://www.awo-jw.de/"||NA||"9.94391"||"49.77505"||"Würzburg"||"97074"||"97074"||2018-07-07||NA||NA||NA||NA||"Jugendwerk der Arbeiterwohlfahrt Unterfranken e.V."
" 			Kinderfreizeit Frankenwarte		"||"https://www.awo-jw.de/"||"     	     		Würzburg     		(Deutschland)     	          			Kinderfreizeit Frankenwarte		  		 			 							 			Kommt mit uns auf hohe See!  Lichtet den Anker, hisst die Segel und auf geht’s volle Kraft voraus! Lasst euch bei einer wilden Entdeckungstour durch die sieben Weltmeere davon überraschen, was man auf hoher See alles so erleben und finden kann.  Es wird viel Spannendes zu entdecken geben und wir lernen die Welt und das Meer mit anderen Augen kennen. Wir werden durch Spiele und andere Aktivitäten die Weltmeere und Unterwasserwelt erforschen. Wir  würden uns sehr freuen, wenn ihr bei unserer spannenden Schifffahrt dabei wärt! Natürlich werdet ihr auch ausreichend Zeit haben, mit den anderen Kindern auf dem Gelände zu spielen und eurer Phantasie freien Lauf zu lassen.  Die Freizeit endet mit einem großen Abschlussfest, bei dem ihr euren Eltern zeigen könnt, was ihr alles während unserer Entdeckungsreise erlebt und gelernt habt.  Wichtige Hinweise für die Eltern: Die Kinderfreizeit Frankenwarte ist eine Maßnahme für Kinder aus der Stadt und dem Landkreis Würzburg! Die Freizeit ist nur wochenweise buchbar.  Das Programm der Frankenwarte orientiert sich am Thema „Auf hoher See“. Es finden hierzu verschiedene kreative und sportliche Workshops statt. Es gibt aber auch viel Freispielzeit auf dem Sport- und Spielplatz und im angrenzenden Wald!  Die Kinderfreizeit Frankenwarte ist eine Kooperation mit dem Stadtjugendwerk der AWO Würzburg. Sie findet zudem in Kooperation mit dem Kreisjugendring Würzburg statt und wird finanziell gefördert durch den Kreis- und Stadtjugendring Würzburg.  In der dritten Woche findet am Mittwoch, den 15.08.2018, aufgrund des Feiertags keine Betreuung statt!  Preise:   1. Woche: 82,50 €   2. Woche: 82,50 €  3. Woche: 66,00 €   !!! Achtung !!! Bei Buchung bis einschließlich 15.05.2018 gibt es 5% Frühbucher-Rabatt!!!   		  		 		Hier können Sie unser Anmeldeformular und die Reise- und Teilnahmebedingungen herunterladen. 		 				Reise- und Teilnahmebedingungen (PDF)			 			 				Anmeldeformular für Kinderfreizeit Frankenwarte (PDF)			 		"||"9.94391"||"49.77505"||"Würzburg"||"97074"||"97074"||2018-07-30||2018-08-17||NA||NA||NA||"Jugendwerk der Arbeiterwohlfahrt Unterfranken e.V."
" 			Abenteuer pur im Wildpark		"||"https://www.awo-jw.de/"||"     	     		Sommerhausen      		(Deutschland)     	          			Abenteuer pur im Wildpark		  		 			 							 			Kommt mit uns auf Entdeckungstour  Wenn ihr in euren Sommerferien Einiges erleben wollt, seid ihr auf unserer Actionfreizeit im Tierpark Sommerhausen genau richtig und könnt euch auf eine Woche voller Abenteuer freuen!  Wir werden die Nächte direkt auf dem Gelände des Tierparks inmitten von Tieren und Natur in Indianer-Tipis verbringen. Neben einer großen Artenvielfalt hat der Park auch einen großen Erlebnisspielplatz mit einer Kletterburg und riesigen Hüpfkissen zu bieten. Viel Action bietet auch der Wasserspielplatz, auf dem eine Wasserfontäne für eine erfrischende Abkühlung an heißen Tagen sorgt.  Das Ganze wird abgerundet durch ein abwechslungsreiches Programm. So könnt ihr bei einem Lagerfeuer spannenden Geschichten lauschen oder euch mit uns auf eine Nachtwanderung begeben. Außerdem warten viele spannende Spiele, Workshops und Ausflüge auf euch.  Die An- und Abreise ist selbst zu organisieren!  Die konkrete inhaltliche Ausgestaltung obliegt dem Betreuungsteam. Bei den im Ausschreibungstext genannten Aktivitäten handelt es sich um Beispiele.		  		 		Hier können Sie unser Anmeldeformular und die Reise- und Teilnahmebedingungen herunterladen. 		 				Reise- und Teilnahmebedingungen (PDF)			 			 				Anmeldeformular für Kinder- und Jugendfreizeiten (PDF)			 		"||"9.94391"||"49.77505"||"Würzburg"||"97074"||"97074"||2018-07-29||2018-08-03||NA||NA||NA||"Jugendwerk der Arbeiterwohlfahrt Unterfranken e.V."
